id;relation;mots;mots_rel;Label
1812;(('TOPONYME', 'EG', 'ET'), ('conj', 'nmod'));('NICE', ',', 'Grand', 'studio', 'de', '30', 'm²', ',', 'confortable', ',', 'grande', 'terrasse', 'équipée', 'de', '12', 'm²', 'avec', 'vue', 'mer', 'et', 'Cap Ferrat', ',', '2', 'bons', 'couchages', 'en', '140', ',', 'situé', 'dans', 'résidence', 'récente', ',', 'calme', 'et', 'sécurisée', ',', 'proche', 'toutes', 'commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm', 'de', 'les', 'plages', 'de', 'la', 'Promenade de les Anglais', ',', 'centre commercial', 'à', '200', 'm');('NICE', 'centre commercial', 'm');0
1813;(('TOPONYME', 'EG', 'ET'), ('conj', 'nmod'));('NICE', ',', 'Grand', 'studio', 'de', '30', 'm²', ',', 'confortable', ',', 'grande', 'terrasse', 'équipée', 'de', '12', 'm²', 'avec', 'vue', 'mer', 'et', 'Cap Ferrat', ',', '2', 'bons', 'couchages', 'en', '140', ',', 'situé', 'dans', 'résidence', 'récente', ',', 'calme', 'et', 'sécurisée', ',', 'proche', 'toutes', 'commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm', 'de', 'les', 'plages', 'de', 'la', 'Promenade de les Anglais', ',', 'centre commercial', 'à', '200', 'm', ',', 'tramway', 'à', '400', 'm');('NICE', 'tramway', 'm');0
1814;(('TOPONYME', 'NOUN', 'ET'), ('conj', 'nmod'));('NICE', ',', 'Grand', 'studio', 'de', '30', 'm²', ',', 'confortable', ',', 'grande', 'terrasse', 'équipée', 'de', '12', 'm²', 'avec', 'vue', 'mer', 'et', 'Cap Ferrat', ',', '2', 'bons', 'couchages', 'en', '140', ',', 'situé', 'dans', 'résidence', 'récente', ',', 'calme', 'et', 'sécurisée', ',', 'proche', 'toutes', 'commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm', 'de', 'les', 'plages', 'de', 'la', 'Promenade de les Anglais', ',', 'centre commercial', 'à', '200', 'm', ',', 'tramway', 'à', '400', 'm', ',', 'arrêt de bus', 'devant', 'la', 'résidence', ',', 'location', 'de', 'vélos', 'bleus', 'à', '100', 'm');('NICE', 'location', 'm');0
1815;(('TOPONYME', 'EG', 'ET'), ('conj', 'nmod'));('NICE', ',', 'Grand', 'studio', 'de', '30', 'm²', ',', 'confortable', ',', 'grande', 'terrasse', 'équipée', 'de', '12', 'm²', 'avec', 'vue', 'mer', 'et', 'Cap Ferrat', ',', '2', 'bons', 'couchages', 'en', '140', ',', 'situé', 'dans', 'résidence', 'récente', ',', 'calme', 'et', 'sécurisée', ',', 'proche', 'toutes', 'commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm', 'de', 'les', 'plages', 'de', 'la', 'Promenade de les Anglais', ',', 'centre commercial', 'à', '200', 'm', ',', 'tramway', 'à', '400', 'm', ',', 'arrêt de bus', 'devant', 'la', 'résidence', ',', 'location', 'de', 'vélos', 'bleus', 'à', '100', 'm', ',', 'gare SNCF', 'à', '800', 'm');('NICE', 'gare SNCF', 'm');0
1816;(('TOPONYME', 'ET'), ('conj',));('NICE', ',', 'Grand', 'studio', 'de', '30', 'm²', ',', 'confortable', ',', 'grande', 'terrasse', 'équipée', 'de', '12', 'm²', 'avec', 'vue', 'mer', 'et', 'Cap Ferrat', ',', '2', 'bons', 'couchages', 'en', '140', ',', 'situé', 'dans', 'résidence', 'récente', ',', 'calme', 'et', 'sécurisée', ',', 'proche', 'toutes', 'commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm', 'de', 'les', 'plages', 'de', 'la', 'Promenade de les Anglais', ',', 'centre commercial', 'à', '200', 'm', ',', 'tramway', 'à', '400', 'm', ',', 'arrêt de bus', 'devant', 'la', 'résidence', ',', 'location', 'de', 'vélos', 'bleus', 'à', '100', 'm', ',', 'gare SNCF', 'à', '800', 'm', ',', 'accès');('NICE', 'accès');0
1817;(('TOPONYME', 'EG', 'ET'), ('conj', 'nmod'));('NICE', ',', 'Grand', 'studio', 'de', '30', 'm²', ',', 'confortable', ',', 'grande', 'terrasse', 'équipée', 'de', '12', 'm²', 'avec', 'vue', 'mer', 'et', 'Cap Ferrat', ',', '2', 'bons', 'couchages', 'en', '140', ',', 'situé', 'dans', 'résidence', 'récente', ',', 'calme', 'et', 'sécurisée', ',', 'proche', 'toutes', 'commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm', 'de', 'les', 'plages', 'de', 'la', 'Promenade de les Anglais', ',', 'centre commercial', 'à', '200', 'm', ',', 'tramway', 'à', '400', 'm', ',', 'arrêt de bus', 'devant', 'la', 'résidence', ',', 'location', 'de', 'vélos', 'bleus', 'à', '100', 'm', ',', 'gare SNCF', 'à', '800', 'm', ',', 'accès', 'à', 'l', 'autoroute', 'à', '2', 'km', ',', 'aéroport', 'à', '3', 'km');('NICE', 'aéroport', 'km');0
1818;(('TOPONYME', 'EG', 'ET'), ('conj', 'nmod'));('NICE', ',', 'Grand', 'studio', 'de', '30', 'm²', ',', 'confortable', ',', 'grande', 'terrasse', 'équipée', 'de', '12', 'm²', 'avec', 'vue', 'mer', 'et', 'Cap Ferrat', ',', '2', 'bons', 'couchages', 'en', '140', ',', 'situé', 'dans', 'résidence', 'récente', ',', 'calme', 'et', 'sécurisée', ',', 'proche', 'toutes', 'commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm', 'de', 'les', 'plages', 'de', 'la', 'Promenade de les Anglais', ',', 'centre commercial', 'à', '200', 'm', ',', 'tramway', 'à', '400', 'm', ',', 'arrêt de bus', 'devant', 'la', 'résidence', ',', 'location', 'de', 'vélos', 'bleus', 'à', '100', 'm', ',', 'gare SNCF', 'à', '800', 'm', ',', 'accès', 'à', 'l', 'autoroute', 'à', '2', 'km', ',', 'aéroport', 'à', '3', 'km', ',', 'activités sportives', 'multiples', 'à', '400', 'm');('NICE', 'activités sportives', 'm');0
1819;(('EG', 'ET'), ('nmod',));('commodités', '(', 'tous', 'commerces', ',', 'tous', 'transports', 'et', 'activités sportives', ')', 'à', '600', 'm');('commodités', 'm');1
1820;(('EG', 'ET'), ('nmod',));('centre commercial', 'à', '200', 'm');('centre commercial', 'm');1
1821;(('EG', 'ET'), ('nmod',));('tramway', 'à', '400', 'm');('tramway', 'm');1
1822;(('EG', 'ET'), ('nmod',));('gare SNCF', 'à', '800', 'm');('gare SNCF', 'm');1
1823;(('EG', 'ET'), ('nmod',));('autoroute', 'à', '2', 'km');('autoroute', 'km');1
1824;(('EG', 'ET'), ('nmod',));('aéroport', 'à', '3', 'km');('aéroport', 'km');1
1825;(('EG', 'ET'), ('nmod',));('activités sportives', 'multiples', 'à', '400', 'm');('activités sportives', 'm');1
1826;(('ET', 'EG'), ('nmod',));('minutes', 'à', 'pied', 'de', 'les', 'plages');('minutes', 'plages');1
1827;(('ET', 'EG'), ('nmod',));('proche', 'université');('proche', 'université');1
1828;(('ET', 'EG', 'EG'), ('nmod', 'nmod'));('proche', 'université', 'faculté');('proche', 'université', 'faculté');1
1829;(('EG', 'ET'), ('conj',));('Secteur', 'Magnan', ',', 'proche');('Secteur', 'proche');0
1830;(('ET', 'EG', 'TOPONYME'), ('obl:arg', 'appos'));"('Proche', 'de', 'l', 'arrêt de tramway', '""', 'Ferber')";('Proche', 'arrêt de tramway', 'Ferber');0
1831;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('début', 'de', 'l', 'avenue', 'de', 'la lanterne');('début', 'avenue', 'la lanterne');0
1832;(('ET', 'EG'), ('obl:arg',));('Proche', 'de', 'l', 'arrêt de tramway');('Proche', 'arrêt de tramway');1
1833;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));"('Proche', 'de', 'l', 'arrêt de tramway', '""', 'Ferber', '""', 'et', 'de', 'la', 'promenade')";('Proche', 'arrêt de tramway', 'promenade');1
1834;(('ET', 'EG'), ('nmod',));('début', 'de', 'l', 'avenue');('début', 'avenue');1
1835;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('vue', 'panoramique', 'sur', 'la', 'baie', 'de', 'les', 'anges');('vue', 'baie', 'anges');0
1836;(('ET', 'TOPONYME'), ('appos',));('Proche', 'EDHEC');('Proche', 'EDHEC');1
1837;(('ET', 'EG'), ('nmod',));('vue', 'panoramique', 'sur', 'la', 'baie');('vue', 'baie');1
1838;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('vue', 'panoramique', 'sur', 'la', 'baie', 'de', 'les', 'anges', ',', 'la', 'ville');('vue', 'baie', 'ville');1
1839;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('vue', 'panoramique', 'sur', 'la', 'baie', 'de', 'les', 'anges', ',', 'la', 'ville', ',', 'la', 'montagne', 'et', 'la', 'mer');('vue', 'baie', 'mer');1
1840;(('ET', 'EG'), ('nmod',));('Proche', 'commerces');('Proche', 'commerces');1
1841;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('Proche', 'commerces', 'et', 'transports');('Proche', 'commerces', 'transports');1
1842;(('ET', 'EG'), ('appos',));('Proche', 'commerces', 'et', 'transports', '(', 'tram');('Proche', 'tram');0
1843;(('EG', 'ET'), ('nmod',));('tram', 'à', 'le', 'pied');('tram', 'pied');1
1844;(('ET', 'TOPONYME'), ('nmod',));('pas', 'de', 'la Croisette');('pas', 'la Croisette');1
1845;(('ET', 'EG'), ('nmod',));('proximité', 'de', 'les', 'plages de sable fin');('proximité', 'plages de sable fin');1
1846;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proximité', 'de', 'les', 'plages de sable fin', 'et', 'de', 'les', 'commerces');('proximité', 'plages de sable fin', 'commerces');1
1847;(('ET', 'TOPONYME'), ('nmod',));('pas', 'de', 'la', 'Pinède');('pas', 'Pinède');1
1848;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('cœur', 'de', 'le', 'quartier', 'résidentiel', 'de', 'Cimiez');('cœur', 'quartier', 'Cimiez');0
1849;(('ET', 'EG'), ('nmod',));('vue', 'féerique', 'sur', 'la', 'mer');('vue', 'mer');1
1850;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('vue', 'féerique', 'sur', 'la', 'mer', 'et', 'la', 'ville');('vue', 'mer', 'ville');1
1851;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'le', 'centre ville');('proche', 'centre ville');1
1852;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'le', 'centre ville', ',', 'écoles');('proche', 'centre ville', 'écoles');1
1853;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'le', 'centre ville', ',', 'écoles', 'et', 'commerces');('proche', 'centre ville', 'commerces');1
1854;(('ET', 'EG'), ('nmod',));('cœur', 'de', 'le', 'quartier');('cœur', 'quartier');1
1855;(('TOPONYME', 'VERB', 'ET'), ('parataxis', 'obj'));('NICE', 'CIMIEZ', ':', 'En', 'dernier', 'étage', 'd', 'un', 'somptueux', 'Palais', 'Bourgeois', 'avec', 'ascenseur', ',', 'superbe', '2', 'pièces', 'de', '43.12', 'm²', 'en', 'état', 'neuf', 'offre', 'une', 'vue');('NICE', 'offre', 'vue');0
1856;(('ET', 'EG'), ('nmod',));('proximité', 'de', 'la', 'mer');('proximité', 'mer');1
1857;(('ET', 'EG'), ('nmod',));('vue', 'mer');('vue', 'mer');1
1858;(('ET', 'EG', 'TOPONYME'), ('nmod', 'appos'));('angle', 'de', 'la', 'place', 'Masséna');('angle', 'place', 'Masséna');0
1859;(('ET', 'EG', 'TOPONYME'), ('conj', 'nmod'));('angle', 'de', 'la', 'place', 'Masséna', ',', 'de', 'la', 'promenade', 'de', 'le Paillon');('angle', 'promenade', 'le Paillon');0
1860;(('ET', 'EG'), ('nmod',));('angle', 'de', 'la', 'place');('angle', 'place');1
1861;(('ET', 'EG'), ('conj',));('angle', 'de', 'la', 'place', 'Masséna', ',', 'de', 'la', 'promenade');('angle', 'promenade');1
1862;(('ET', 'ET', 'EG'), ('conj', 'nmod'));('angle', 'de', 'la', 'place', 'Masséna', ',', 'de', 'la', 'promenade', 'de', 'le Paillon', 'et', 'à', 'proximité', 'immédiate', 'de', 'la', 'mer');('angle', 'proximité', 'mer');0
1863;(('ET', 'EG'), ('nmod',));('proximité', 'immédiate', 'de', 'la', 'mer');('proximité', 'mer');1
1864;(('ET', 'EG'), ('nmod',));('vue', 'mer');('vue', 'mer');1
1865;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('vue', 'mer', 'et', 'îles');('vue', 'mer', 'îles');1
1866;(('TOPONYME', 'ET'), ('case',));('Proche', 'Sophia Antipolis');('Sophia Antipolis', 'Proche');1
1867;(('EG', 'TOPONYME', 'ET'), ('appos', 'case'));('secteur', 'Proche', 'Sophia Antipolis');('secteur', 'Sophia Antipolis', 'Proche');1
1868;(('TOPONYME', 'ET'), ('conj',));('Nice', 'centre', ',', 'superbe', 'trois', 'pièces', 'de', '58', 'm²', 'situé', 'à', 'le', 'dernier', 'étage', 'avec', 'ascenseur', ',', 'deux', 'balcons', ',', 'traversant', 'est', 'ouest', ',', 'très', 'lumineux', ',', 'à', 'le', 'calme', ',', 'vue');('Nice', 'vue');0
1869;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('minutes', 'à', 'pieds', 'de', 'le', 'centre ville', 'de', 'Mouans Sartoux');('minutes', 'centre ville', 'Mouans Sartoux');0
1870;(('ET', 'EG'), ('nmod',));('minutes', 'à', 'pieds', 'de', 'le', 'centre ville');('minutes', 'centre ville');1
1871;(('ET', 'EG'), ('obj',));('proche', 'toutes', 'commodités');('proche', 'commodités');1
1872;(('ET', 'EG', 'EG'), ('obj', 'conj'));('proche', 'toutes', 'commodités', ',', 'transport');('proche', 'commodités', 'transport');1
1873;(('ET', 'EG', 'EG'), ('obj', 'conj'));('proche', 'toutes', 'commodités', ',', 'transport', ',', 'axe routier');('proche', 'commodités', 'axe routier');1
1874;(('ET', 'EG'), ('nmod',));('vue', 'dégagée', 'sur', 'verdure');('vue', 'verdure');1
1875;(('ET', 'EG'), ('nmod',));('pas', 'de', 'la', 'mer');('pas', 'mer');1
1876;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('pas', 'de', 'la', 'mer', 'et', 'de', 'toutes', 'les', 'commodités');('pas', 'mer', 'commodités');1
1877;(('ET', 'EG'), ('appos',));('vue', 'MER');('vue', 'MER');1
1878;(('ET', 'TOPONYME'), ('nmod',));('coeur', 'de', 'Cimiez');('coeur', 'Cimiez');1
1879;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('coeur', 'de', 'la', 'station balnéaire', 'de', 'Juan les Pins');('coeur', 'station balnéaire', 'Juan les Pins');0
1880;(('ET', 'EG'), ('nmod',));('coeur', 'de', 'la', 'station balnéaire');('coeur', 'station balnéaire');1
1881;(('ET', 'EG'), ('obl:arg',));('Proximité', 'de', 'toutes', 'commodités');('Proximité', 'commodités');1
1882;(('ET', 'EG'), ('nmod',));('pied', 'de', 'les', 'commerces');('pied', 'commerces');1
1883;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('pied', 'de', 'les', 'commerces', ',', 'des', 'commodités');('pied', 'commerces', 'commodités');1
1884;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('pied', 'de', 'les', 'commerces', ',', 'des', 'commodités', 'et', 'de', 'le', 'centre ville');('pied', 'commerces', 'centre ville');1
1885;(('TOPONYME', 'NUM', 'ET'), ('nmod', 'nmod'));('Cannes', 'basse californie', 'a', '2', 'mn');('Cannes', '2', 'mn');0
1886;(('ET', 'EG', 'TOPONYME'), ('nmod', 'appos'));('angle', 'de', 'la', 'place', 'Masséna');('angle', 'place', 'Masséna');0
1887;(('ET', 'EG', 'TOPONYME'), ('conj', 'nmod'));('angle', 'de', 'la', 'place', 'Masséna', ',', 'de', 'la', 'promenade', 'de', 'le Paillon');('angle', 'promenade', 'le Paillon');0
1888;(('ET', 'EG'), ('nmod',));('angle', 'de', 'la', 'place');('angle', 'place');1
1889;(('ET', 'EG'), ('conj',));('angle', 'de', 'la', 'place', 'Masséna', ',', 'de', 'la', 'promenade');('angle', 'promenade');1
1890;(('ET', 'ET', 'EG'), ('conj', 'nmod'));('angle', 'de', 'la', 'place', 'Masséna', ',', 'de', 'la', 'promenade', 'de', 'le Paillon', 'et', 'à', 'proximité', 'immédiate', 'de', 'la', 'mer');('angle', 'proximité', 'mer');0
1891;(('ET', 'EG'), ('nmod',));('proximité', 'immédiate', 'de', 'la', 'mer');('proximité', 'mer');1
1892;(('EG', 'ADP', 'ET'), ('advmod', 'fixed'));('localisation', 'à', 'proximité');('localisation', 'à', 'proximité');1
1893;(('ET', 'EG'), ('nmod',));('minutes', 'à', 'pied', 'de', 'les', 'commerces');('minutes', 'commerces');1
1894;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('minutes', 'à', 'pied', 'de', 'les', 'commerces', ',', 'de', 'le', 'centre ville');('minutes', 'commerces', 'centre ville');1
1895;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('minutes', 'à', 'pied', 'de', 'les', 'commerces', ',', 'de', 'le', 'centre ville', 'et', 'de', 'les', 'plages');('minutes', 'commerces', 'plages');1
1896;(('ET', 'EG'), ('nmod',));('m', 'de', 'les', 'plages');('m', 'plages');1
1897;(('EG', 'NOUN', 'ET'), ('nmod', 'nmod'));('Sortie', 'de', 'l', 'Escarène', 'sur', 'la', 'route', 'de', 'Lucéram', '25', 'mm', 'Nice', 'Est', ',', 'dans', 'une', 'jolie', 'bâtisse', 'de', 'le', 'XVIIII', 'ème', 'réaménagée', 'en', 'petite', 'copropriété', 'de', '3', 'appartements', 'en', 'plein', 'cOEur');('Sortie', 'bâtisse', 'cOEur');0
1898;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'tous', 'les', 'commerces');('proche', 'commerces');1
1899;(('ET', 'EG', 'EG'), ('obl:arg', 'conj'));('proche', 'de', 'tous', 'les', 'commerces', ',', 'écoles');('proche', 'commerces', 'écoles');1
1900;(('ET', 'MD', 'EG'), ('nmod', 'nmod'));('minutes', 'en', 'voiture', 'de', 'tous', 'les', 'axes routiers');('minutes', 'voiture', 'axes routiers');1
1901;(('EG', 'ET'), ('conj',));('commerces', ',', 'écoles', 'et', 'à', '5', 'minutes');('commerces', 'minutes');0
1902;(('ET', 'TOPONYME'), ('nmod',));('vues', 'sur', 'l', 'Estérel');('vues', 'Estérel');1
1903;(('ET', 'EG'), ('nmod',));('minutes', 'de', 'le', 'centre ville');('minutes', 'centre ville');1
1904;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'l', 'eglise russe');('vue', 'eglise russe');1
1905;(('ET', 'TOPONYME'), ('nmod',));('coeur', 'de', 'Nice');('coeur', 'Nice');1
1906;(('ET', 'TOPONYME'), ('obl:arg',));('proche', 'de', 'l', 'IPAG');('proche', 'IPAG');1
1907;(('ET', 'TOPONYME'), ('flat:name',));('proche', 'Jean Médecin');('proche', 'Jean Médecin');1
1908;(('ET', 'EG'), ('nmod',));('pas', 'de', 'la', 'coulée verte');('pas', 'coulée verte');1
1909;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('pas', 'de', 'la', 'coulée verte', 'et', 'de', 'la', 'mer');('pas', 'coulée verte', 'mer');1
1910;(('EG', 'EG', 'ET'), ('appos', 'conj'));('commodités', ':', 'supermarchés', ',', 'vélos', ',', 'bus', ',', 'magasins', ',', 'tram', '.', '!', 'proche');('commodités', 'supermarchés', 'proche');0
1911;(('EG', 'EG', 'ET'), ('appos', 'conj'));('commodités', ':', 'supermarchés', ',', 'vélos', ',', 'bus', ',', 'magasins', ',', 'tram', '.', '!', 'proche', 'Jean Médecin', 'et', 'à', 'deux', 'pas');('commodités', 'supermarchés', 'pas');0
1912;(('EG', 'ET'), ('conj',));('supermarchés', ',', 'vélos', ',', 'bus', ',', 'magasins', ',', 'tram', '.', '!', 'proche');('supermarchés', 'proche');0
1913;(('EG', 'ET'), ('conj',));('supermarchés', ',', 'vélos', ',', 'bus', ',', 'magasins', ',', 'tram', '.', '!', 'proche', 'Jean Médecin', 'et', 'à', 'deux', 'pas');('supermarchés', 'pas');0
1914;(('ET', 'EG'), ('nmod',));('Proche', 'tramway');('Proche', 'tramway');1
1915;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'tennis');('vue', 'tennis');1
1916;(('ET', 'EG'), ('obl:arg',));('proche', 'de', 'tous', 'commerces');('proche', 'commerces');1
1917;(('ET', 'EG'), ('nmod',));('proche', 'bus');('proche', 'bus');1
1918;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proche', 'bus', 'et', 'commodités');('proche', 'bus', 'commodités');1
1919;(('TOPONYME', 'NOUN', 'ET'), ('conj', 'appos'));('Nice', 'Nord', ',', '40', 'bd', 'Jean BEHRA', ',', 'studio', 'de', '28', 'm²', ',', 'en', 'étage', 'élevé', ',', '4ème', ',', 'cuisine', 'équipée', 'et', 'aménagée', ',', 'salle', 'de', 'bain', 'avec', 'baignoire', 'et', 'WC', ',', 'balcon', 'terrasse', 'de', '6', 'm²', ',', 'et', 'une', 'cave', '.', 'proche');('Nice', 'cave', 'proche');0
1920;(('ET', 'EG', 'TOPONYME'), ('nmod', 'nmod'));('pas', 'de', 'le', 'parc', 'de', 'Vaugrenier');('pas', 'parc', 'Vaugrenier');0
1921;(('ET', 'EG'), ('nmod',));('pas', 'de', 'le', 'parc');('pas', 'parc');1
1922;(('ET', 'EG'), ('nmod',));('mètres', 'de', 'la', 'plage');('mètres', 'plage');1
1923;(('ET', 'TOPONYME'), ('nmod',));('coeur', 'de', 'Villefranche');('coeur', 'Villefranche');1
1924;(('ET', 'EG'), ('appos',));('vues', 'dégagées', 'mer');('vues', 'mer');1
1925;(('ET', 'EG', 'EG'), ('appos', 'conj'));('vues', 'dégagées', 'mer', ',', 'ville');('vues', 'mer', 'ville');1
1926;(('ET', 'EG', 'EG'), ('appos', 'conj'));('vues', 'dégagées', 'mer', ',', 'ville', 'et', 'colline');('vues', 'mer', 'colline');1
1927;(('ET', 'EG', 'EG'), ('nmod', 'conj'));('proximité', 'de', 'toutes', 'les', 'commodités', '(', 'commerces', ',', 'bus', ')', 'et', 'des', 'plages');('proximité', 'commodités', 'plages');1
1928;(('ET', 'EG'), ('nmod',));('proximité', 'de', 'toutes', 'les', 'commodités');('proximité', 'commodités');1
1929;(('ET', 'EG', 'EG'), ('nmod', 'appos'));('proximité', 'de', 'toutes', 'les', 'commodités', '(', 'commerces');('proximité', 'commodités', 'commerces');0
1930;(('EG', 'ADP', 'ET'), ('root', 'fixed'));('A', 'proximité', 'de', 'toutes', 'les', 'commodités', '(', 'commerces', ',', 'bus', ')', 'et', 'des', 'plages');('plages', 'A', 'proximité');0
1931;(('ET', 'TOPONYME'), ('obl:arg',));('Proche', 'Monaco');('Proche', 'Monaco');1
1932;(('ET', 'EG'), ('nmod',));('minutes', 'de', 'l', 'entrée de l autoroute');('minutes', 'entrée de l autoroute');1
1933;(('TOPONYME', 'NOUN', 'ET'), ('nmod', 'root'));('Proche', 'Monaco', '|', '2', 'Pièces', '|', 'Calme', '|', 'Parfait', 'état', '|', 'Parking');('Monaco', 'Parking', 'Proche');0
1934;(('ET', 'TOPONYME'), ('appos',));('m', 'arrêt tram ligne 1', '(', 'vauban');('m', 'vauban');0
1935;(('ET', 'EG'), ('nmod',));('m', 'arrêt tram ligne 1');('m', 'arrêt tram ligne 1');1
1936;(('ET', 'EG'), ('nmod',));('vue', 'panoramique', 'sur', 'la', 'mer');('vue', 'mer');1
1937;(('ET', 'EG'), ('nmod',));('vue', 'sur', 'la', 'mer');('vue', 'mer');1
1938;(('ET', 'TOPONYME'), ('nmod',));('coeur', 'de', 'le', 'Cannet');('coeur', 'Cannet');1
1939;(('ET', 'TOPONYME', 'EG'), ('nmod', 'flat:name'));('coeur', 'de', 'le', 'Cannet', 'Mairie');('coeur', 'Cannet', 'Mairie');0
1940;(('ET', 'EG', 'TOPONYME'), ('nmod', 'appos'));('coeur', 'de', 'le', 'quartier', 'Victoria');('coeur', 'quartier', 'Victoria');0
1941;(('ET', 'EG'), ('obl:arg',));('Proche', 'de', 'le', 'centre ville');('Proche', 'centre ville');1
